Plant,Material,Storage location,Key,MRP Controller,MRP Type,Material type,Material Group,Val. stock,Val. stock,ValStckVal,ValStckVal,CnsgtStock,CnsgtStock,Val.Stock in May 2025,Increase
"11F2 SHP Process Complex, UT OFFSHO",220086619 COUPLING LOCK NUT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220086619 COUPLING LOCK NUT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,33497.01,INR,0,NO,"33,497.01",0
"11F2 SHP Process Complex, UT OFFSHO",211512701 TIE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211512701 TIE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"33,258.90",33258.9
"11F2 SHP Process Complex, UT OFFSHO",221358391 GASKET,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358391 GASKET11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,5,NO,33140.43,INR,0,NO,"33,140.43",0
"11F2 SHP Process Complex, UT OFFSHO",221358260 HEX. SOCKET HEAD BOLT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358260 HEX. SOCKET HEAD BOLT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,24,NO,33041.76,INR,0,NO,"33,041.76",0
"11F2 SHP Process Complex, UT OFFSHO",215443342 SHAFT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215443342 SHAFT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"32,951.29",32951.29
"11F2 SHP Process Complex, UT OFFSHO",215421018 AIR ELEMENT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215421018 AIR ELEMENT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"32,645.35",32645.35
"11F2 SHP Process Complex, UT OFFSHO",220041751 REDRESS KIT FOR BLANKING PLUG ASSY FOR *,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220041751 REDRESS KIT FOR BLANKING PLUG ASSY FOR *11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,5,ST,32615.76,INR,0,ST,"32,615.76",0
"11F2 SHP Process Complex, UT OFFSHO",270008165 RATCHET COVER HALF,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO270008165 RATCHET COVER HALF11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,2,NO,32612,INR,0,NO,"32,612.00",0
"11F2 SHP Process Complex, UT OFFSHO","153026377 NEEDLE VALVE 1/2"" NPTF SS316",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO153026377 NEEDLE VALVE 1/2"" NPTF SS31611F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"32,599.56",32599.56
"11F2 SHP Process Complex, UT OFFSHO",210540208 CYLINDER LINER,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210540208 CYLINDER LINER11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",12,NO,32472.12,INR,0,NO,"32,472.12",0
"11F2 SHP Process Complex, UT OFFSHO",220104138 OIL BREATHER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220104138 OIL BREATHER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,6,NO,32233.17,INR,0,NO,"32,233.17",0
"11F2 SHP Process Complex, UT OFFSHO","220060059 BEARING LOWER MSM 6 CL 900-1500""",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220060059 BEARING LOWER MSM 6 CL 900-1500""11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,32177.5,INR,0,NO,"32,177.50",0
"11F2 SHP Process Complex, UT OFFSHO",270008726 SEAL RING,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008726 SEAL RING11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,5,NO,32092.32,INR,0,NO,"32,092.32",0
"11F2 SHP Process Complex, UT OFFSHO","152203788 STEM - SOLID 1.875"" X 5 FT",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO152203788 STEM - SOLID 1.875"" X 5 FT11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,4,NO,31966.37,INR,0,NO,"31,966.37",0
"11F2 SHP Process Complex, UT OFFSHO",270008082 OLL FILTER,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008082 OLL FILTER11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,12,NO,31817.36,INR,0,NO,"31,817.36",0
"11F2 SHP Process Complex, UT OFFSHO",220078459 POWER CABLE FOR SDA12F(2 METERS),11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220078459 POWER CABLE FOR SDA12F(2 METERS)11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"31,600.69",31600.69
"11F2 SHP Process Complex, UT OFFSHO",280012903 OVERLOAD RELAY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO280012903 OVERLOAD RELAY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,1,NO,31470.56,INR,0,NO,"31,470.56",0
"11F2 SHP Process Complex, UT OFFSHO","220101693 PRESSURE GUAGE(MONEL)(0-16 KG/CM2)6""DIAL",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220101693 PRESSURE GUAGE(MONEL)(0-16 KG/CM2)6""DIAL11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,31167.68,INR,0,NO,"31,167.68",0
"11F2 SHP Process Complex, UT OFFSHO","220101694 PRESSURE GUAGE(MONEL)(0-25 KG/CM2)6""DIAL",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220101694 PRESSURE GUAGE(MONEL)(0-25 KG/CM2)6""DIAL11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,31167.68,INR,0,NO,"31,167.68",0
"11F2 SHP Process Complex, UT OFFSHO",220035038 HOSE ASSEMBLY,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220035038 HOSE ASSEMBLY11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,31076.48,INR,0,NO,"31,011.56",-64.92
"11F2 SHP Process Complex, UT OFFSHO",330000689 HP LASERJET CC388A BLACK PRINT CARTRIDGE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO330000689 HP LASERJET CC388A BLACK PRINT CARTRIDGE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,33        Spare-Computer h/w,0,NO,0,INR,0,NO,"30,689.44",30689.44
"11F2 SHP Process Complex, UT OFFSHO",220040463 PNEUMATICALLY OPERATED DIAPHRAGM VALVE(*,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220040463 PNEUMATICALLY OPERATED DIAPHRAGM VALVE(*11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,30559.2,INR,0,NO,"30,559.20",0
"11F2 SHP Process Complex, UT OFFSHO",210135325 TENSION ROLL. COMPL,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210135325 TENSION ROLL. COMPL11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"30,402.83",30402.83
"11F2 SHP Process Complex, UT OFFSHO",227870859 REPLACEABLE OUTER SEALS,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO227870859 REPLACEABLE OUTER SEALS11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,NO,30384.73,INR,0,NO,"30,384.73",0
"11F2 SHP Process Complex, UT OFFSHO",320022132 STEM SEAL BACKUP RING,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO320022132 STEM SEAL BACKUP RING11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,32        Spare-BOP/Elev.etc.,4,NO,30384.73,INR,0,NO,"30,384.73",0
"11F2 SHP Process Complex, UT OFFSHO",211009779 SEAL,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211009779 SEAL11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"30,291.46",30291.46
"11F2 SHP Process Complex, UT OFFSHO",270001235 REDUCER ELBOW,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO270001235 REDUCER ELBOW11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"30,228.39",30228.39
"11F2 SHP Process Complex, UT OFFSHO",211100709 TUBE ASSY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211100709 TUBE ASSY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"30,212.87",30212.87
"11F2 SHP Process Complex, UT OFFSHO",423525614 PUMP END BEARING WASHER,11F2,"11F2 SHP Process Complex, UT OFFSHO423525614 PUMP END BEARING WASHER11F2",AAP AAP,ND No planning,ZSPR ONGC Spares,42        Miscellaneous-MOP,7,NO,211399.98,INR,0,NO,"30,200.00",-181199.98
"11F2 SHP Process Complex, UT OFFSHO",211109504 HOSE ASSY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211109504 HOSE ASSY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"30,176.82",30176.82
"11F2 SHP Process Complex, UT OFFSHO",370210522 GAUGE,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO370210522 GAUGE11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,37        Rotating EquipContd,0,NO,0,INR,0,NO,"30,139.24",30139.24
"11F2 SHP Process Complex, UT OFFSHO",220060066 LIP SEAL RING SCRAPER,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220060066 LIP SEAL RING SCRAPER11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,30092.72,INR,0,NO,"30,092.72",0
"11F2 SHP Process Complex, UT OFFSHO","220758011 REDRESS KIT F/ 2.25"" SHIFTING TOOL",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220758011 REDRESS KIT F/ 2.25"" SHIFTING TOOL11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,3,ST,30074.94,INR,0,ST,"30,074.94",0
"11F2 SHP Process Complex, UT OFFSHO",211100329 TUBE ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211100329 TUBE ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"30,032.32",30032.32
"11F2 SHP Process Complex, UT OFFSHO",220060055 BACKUP RING,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220060055 BACKUP RING11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,30023.7,INR,0,NO,"30,023.70",0
"11F2 SHP Process Complex, UT OFFSHO","220043912 REDUNDANT POWER SUPPLY(220VAC-24VDC, 5.*",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220043912 REDUNDANT POWER SUPPLY(220VAC-24VDC, 5.*11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"29,885.51",29885.51
"11F2 SHP Process Complex, UT OFFSHO",215406288 BOLT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215406288 BOLT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"29,848.42",29848.42
"11F2 SHP Process Complex, UT OFFSHO",210009060 SLIDE PACKING RING,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210009060 SLIDE PACKING RING11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"29,846.95",29846.95
"11F2 SHP Process Complex, UT OFFSHO",210020601 HOSE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO210020601 HOSE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",8,NO,29674.17,INR,0,NO,"29,674.17",0
"11F2 SHP Process Complex, UT OFFSHO",220051635 REDRESS KIT FOR BLANKING PLUG FOR 2-7/8*,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220051635 REDRESS KIT FOR BLANKING PLUG FOR 2-7/8*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,ST,29672.27,INR,0,ST,"29,672.27",0
"11F2 SHP Process Complex, UT OFFSHO",220104230 AIR BREATHER CAP,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220104230 AIR BREATHER CAP11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,5,NO,29603.18,INR,0,NO,"29,603.18",0
"11F2 SHP Process Complex, UT OFFSHO","220060060 BEARING UPPER MSM 6 CL 900-1500""",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220060060 BEARING UPPER MSM 6 CL 900-1500""11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,29333.5,INR,0,NO,"29,333.50",0
"11F2 SHP Process Complex, UT OFFSHO",110300076 SERVO MESH SP 320,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO110300076 SERVO MESH SP 32011F2FN25                       Maint.Spares",AAS AAS,ND No planning,ZSTO ONGC Stores,"11        Oil, grease and lub",0,L,0,INR,0,L,"29,225.98",29225.98
"11F2 SHP Process Complex, UT OFFSHO",215471390 CLAMP AS,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215471390 CLAMP AS11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"29,147.93",29147.93
"11F2 SHP Process Complex, UT OFFSHO",420000785 DRAIN VALVE USA MAKE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO420000785 DRAIN VALVE USA MAKE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,42        Miscellaneous-MOP,1,NO,29085,INR,0,NO,"29,085.00",0
"11F2 SHP Process Complex, UT OFFSHO",220056830 OIL SPRAYER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220056830 OIL SPRAYER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,29056.94,INR,0,NO,"29,056.94",0
"11F2 SHP Process Complex, UT OFFSHO",140820010 TARPAULINE 10'X10',11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO140820010 TARPAULINE 10'X10'11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,8,NO,3519.69,INR,0,NO,"29,049.30",25529.61
"11F2 SHP Process Complex, UT OFFSHO",285171044 MAIN  BEARING,11F2,"11F2 SHP Process Complex, UT OFFSHO285171044 MAIN  BEARING11F2",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,6,NO,28967.9,INR,0,NO,"28,967.90",0
"11F2 SHP Process Complex, UT OFFSHO","220027253 BACK CHECK VALVE FOR 1"" GLV",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220027253 BACK CHECK VALVE FOR 1"" GLV11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,18,NO,28967.3,INR,0,NO,"28,967.30",0
"11F2 SHP Process Complex, UT OFFSHO",140001498 BEARING ROLLER 3215A,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO140001498 BEARING ROLLER 3215A11F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,7,NO,28739,INR,0,NO,"28,739.00",0
"11F2 SHP Process Complex, UT OFFSHO",110112902 SERVO PREMIUM CF4-15W40,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO110112902 SERVO PREMIUM CF4-15W4011F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,"11        Oil, grease and lub",0,L,0,INR,0,L,"28,668.35",28668.35
"11F2 SHP Process Complex, UT OFFSHO",220051600 REDRESS KIT FOR DIFFERENTIAL SAFETY VAL*,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220051600 REDRESS KIT FOR DIFFERENTIAL SAFETY VAL*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,ST,113528.5,INR,0,ST,"28,382.12",-85146.38
"11F2 SHP Process Complex, UT OFFSHO",215443330 ADAPTER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215443330 ADAPTER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"28,376.40",28376.4
"11F2 SHP Process Complex, UT OFFSHO",360433417 OIL PRESSURE REGULATING VALVE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO360433417 OIL PRESSURE REGULATING VALVE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,0,NO,0,INR,0,NO,"28,281.27",28281.27
"11F2 SHP Process Complex, UT OFFSHO",220069844 ADAPTER FOR SPEED PICKUP,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220069844 ADAPTER FOR SPEED PICKUP11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,28258.22,INR,0,NO,"28,258.22",0
"11F2 SHP Process Complex, UT OFFSHO",211558844 HOSE ASSEMBLY,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO211558844 HOSE ASSEMBLY11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",8,NO,28214.48,INR,0,NO,"28,214.48",0
"11F2 SHP Process Complex, UT OFFSHO",210540213 CONNECTING ROD ASSY,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210540213 CONNECTING ROD ASSY11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",3,ST,28174.95,INR,0,ST,"28,174.95",0
"11F2 SHP Process Complex, UT OFFSHO",220051452 REDRESS KIT FOR BLANKING PLUG ASSEMBLY *,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220051452 REDRESS KIT FOR BLANKING PLUG ASSEMBLY *11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,ST,28161.65,INR,0,ST,"28,161.65",0
"11F2 SHP Process Complex, UT OFFSHO",211572769 TUBE ASSEM,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211572769 TUBE ASSEM11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"28,067.94",28067.94
"11F2 SHP Process Complex, UT OFFSHO","140208150 HOSE 1/2""",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO140208150 HOSE 1/2""11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,5,NO,27990.05,INR,0,NO,"27,990.05",0
"11F2 SHP Process Complex, UT OFFSHO","220087965 PT MODULE  HEADER 11/4'' DUPLEX, SH 40 1",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220087965 PT MODULE  HEADER 11/4'' DUPLEX, SH 40 111F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"27,704.76",27704.76
"11F2 SHP Process Complex, UT OFFSHO",281062213 CENTER BEARING,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO281062213 CENTER BEARING11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,0,NO,0,INR,0,NO,"27,642.14",27642.14
